Asset ID,Customer,Customer Code,Location,Location Code,Place,Asset Type,Route,Asset Class,Address,Address 2,City,State,Zip,Phone,Asset Family,Asset Make,Asset Model,Asset Serial Number,Branch,Commission Plan,Contact Name,Dynamic Schedule,Schedule Type,Email,Interval Schedule,Inventory Interval,Line of Business,Payment Terms,Static Schedule,Subroute,Tax Jurisdiction,Telemetry Device ID,Telemetry Supplier,Is Deployed
1082,1-Service,1,1-Service Prep,1,,V 511,Quality Vending and Coffee Service warehouse,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,729729,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 42,Dynamic,dave@qualityvending.ca,,4,Vending,Net 30,,,GST + PST,,,No
1083,Red River College,70290,RRC Ironworkers - 51172,51172,,NAT 146,Route 04,Unknown,136 Banister Road,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,11892,Quality Vending and Coffee Service,20% of Sales,Jim Jackson,Maximum Sales: $150.00; Depleted Products: 4; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,Winnipeg West,GST + PST,,,No
1083,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,NAT 146,Sold or Destroyed,Unknown,,,,,,,Vending Machine,Unknown,Unknown,11892,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $150.00; Depleted Products: 4; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,,Tax Exempt,,,No
1083,1-Service,1,1-Service Prep,1,,NAT 146,Route 02 - Service,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,11892,Quality Vending and Coffee Service,20% of Sales,Jim Jackson,Maximum Sales: $150.00; Depleted Products: 4; Days Without Visit: 35,Dynamic,dave@qualityvending.ca,,4,Vending,Net 30,,Servcie Fill,GST + PST,,,No
109,Maple Leaf Consumer Foods,70554,Maple Leaf Foods (Distribution) - 51150,51150,Peanut Free,Snack NAT 148,Quality Vending and Coffee Service warehouse,Unknown,870 Lagimodier Blvd,,Winnipeg,MB,R2J 0T9,,Vending Machine,Unknown,Unknown,10490,Quality Vending and Coffee Service,10% of Sales,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
109,Dynamex Courier - 50527,50527,Dynamex Courier - 50527,50527,SNACKS,NAT 148,Quality Vending and Coffee Service warehouse,Unknown,UNIT 3 130 MIDLAND ST.,,Winnipeg,MB,R3E 3R3,,Vending Machine,Unknown,Unknown,10490,Quality Vending and Coffee Service,Commission Account,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
109,Polycast Industrial Products,59547,Polycast Industrial Products,,,Snack NAT 148,Route 03,Snack,486 Sheppard St,,Winnipeg,MB,R2X  2P8,18006657445,Vending Machine,VE,Unknown,10490,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 35,Dynamic,krobinson@polycast.ca,,4,Vending,Net 30,,North,GST + PST,C011218030036,Coinco,Yes
10-K,CP Network Services - 51269,51269,CP Network Services - 51269,51269,CP Network Services,Kiosk,Route 03,Kiosk,478 McPhillips St,,Winnipeg,MB,R2X 2G8,,Market Kiosk,,,VSH319233,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Market,Net 30,,Micromarkets,GST + PST,,,No
110,Manitoba Blue Cross,50475,Manitoba Blue Cross,4307,,Freezer,Route 20,,599 Empress Street,,Winnipeg,MB,R3G 3P3,(204) 772-1231,Market Section,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,3,Market,Net 30,,Subroute 20,GST + PST,,,Yes
110,1-Service,1,1-Service Prep,1,,Delli Freezer,Route 04,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,145123,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,dave@qualityvending.ca,,,Vending,Net 30,,Winnipeg West,GST + PST,,,No
110,1-Service,1,9999-Inventory,,GROCERY SNACKS,NAT 141,Route 04,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,62520,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Vending,Net 30,,Winnipeg West,GST + PST,,,No
1100,1-Service,1,1-Service Prep,1,SNACKS,NAT 462,Quality Vending and Coffee Service warehouse,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,462-10264,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,dave@qualityvending.ca,,4,Vending,Net 30,,,GST + PST,,,No
1100,1-Service,1,9998-Sold/Destroyed,,,NAT 462,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Vending Machine,Unknown,Unknown,462-10264,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,4,Vending,Net 30,,,GST + PST,,,No
1100,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,NAT 462,Sold or Destroyed,Unknown,,,,,,,Vending Machine,Unknown,Unknown,462-10264,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,4,Vending,Net 30,,,Tax Exempt,,,No
1104,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,GPL 436D,Sold or Destroyed,Food,,,,,,,Vending Machine,Unknown,Unknown,436-011352,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Sun,,Tax Exempt,,,No
1104,1-Service,1,9998-Sold/Destroyed,,,GPL 436D,Quality Vending and Coffee Service warehouse,Food,,,,MB,,,Vending Machine,Unknown,Unknown,436-011352,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Thu,,GST + PST,,,No
1104,Arnes Welding,52005,Arne's Trailers (West) - 52006,52006,,GPL 436D,Route 13,Food,835 Mission Street,,Winnipeg,MB,R2J 0A4,,Vending Machine,Unknown,Unknown,436-011352,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Mon Thu,Winnipeg SE,GST + PST,,,No
1104,1-Service,1,1-Service Prep,1,Cold Food,GPL 436D,Quality Vending and Coffee Service warehouse,Food,91 Plymouth Street,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,436-011352,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,dave@qualityvending.ca,,4,Vending,Net 30,1: Sun,,GST + PST,,,No
1105,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,V 511,Sold or Destroyed,Unknown,,,,,,,Vending Machine,Unknown,Unknown,614500,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Tue,,Tax Exempt,,,No
1105,1-Service,1,9998-Sold/Destroyed,,CANS - COKE,V 511,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Vending Machine,Unknown,Unknown,614500,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Tue,,GST + PST,,,No
1108274,1-Service,1,9998-Sold/Destroyed,,,Unknown,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Vending Machine,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,4,Vending,Net 30,,,GST + PST,,,No
1108274,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Unknown,Sold or Destroyed,Unknown,,,,,,,Vending Machine,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,4,Vending,Net 30,,,Tax Exempt,,,No
1109,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,SC-5,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,014016-21,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Tue,,Tax Exempt,,,No
1109,1-Service,1,9998-Sold/Destroyed,,COIN CHANGER,SC-5,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Non-Revenue Equipment,Unknown,Unknown,014016-21,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Tue,,GST + PST,,,No
1110,University of Winnipeg (Finance) - 70446,70446,U of W Centennial 4th - 51116,51116,51116-U of W Centennial 4th BULK VENDOR,BULK 8 HEAD,Route 12,Unknown,705-491 Portage,,Winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,Commission Account,Jim Jackson,,,,,,Vending,Net 30,,12 Priority 1,GST + PST,,,No
1110,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Pan Am Pool - 51092,51092,Bulk Head 8,BULK 8 HEAD,Route 05,Unknown,25 Posiedon,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,none,Quality Vending and Coffee Service,25% of Sales,Jim Jackson,,Interval,,Days: 14; Flexibility: 4,4,Vending,Net 30,,Winnipeg South,GST + PST,,,Yes
1110,1-Service,1,1-Service Prep,1,Bulk,BULK 8 HEAD,Quality Vending and Coffee Service warehouse,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,none,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Interval,dave@qualityvending.ca,Days: 14; Flexibility: 4,,Vending,Net 30,,,GST + PST,,,No
1117,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,SAM SOUTHERN ARENA - 50534,50534,Snack,NAT 157,Route 07,Snack,625 Osborne Street,,Winnipeg,MB,,,Vending Machine,Crane,15x/16x,157-021117,Quality Vending and Coffee Service,25% of Sales,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,Arena,GST + PST,C012017522034,Coinco,Yes
1117,Notre Dame Rec Center - 50617,50617,Notre Dame Rec Center - 50617,50617,Snack,NAT 157,Route 13,Unknown,217 De La Cathedral,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,157-021117,Quality Vending and Coffee Service,Commission Account,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,Winnipeg SE,GST + PST,,,No
1118,1-Service,1,9999-Inventory,,4S BOTTLE PEPSI,V 40,Route 04,GF Bev,91 Plymouth Street,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,1238166,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,4,Vending,Net 30,,Winnipeg West,GST + PST,,,No
1118,1-Service,1,1-Service Prep,1,,V 40,Quality Vending and Coffee Service warehouse,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,1238166,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,dave@qualityvending.ca,,,Vending,Net 30,,,GST + PST,,,No
1118,1-Service,1,9998-Sold/Destroyed,,,V 40,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Non-Revenue Equipment,Unknown,Unknown,1238166,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Vending,Net 30,,,GST + PST,,,No
1118,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,V 40,Returned To Pepsi,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,1238166,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Vending,Net 30,,,Tax Exempt,,,No
1121,Parker Hannifin Canada,70179,Parker Hannifin Canada (101 Irene) - 50957,50957,COIN CHANGER,SC5-C,Route 05,Unknown,101 Irene Street,,Winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,083074-29,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: ; 2: ; 3: ; 4: Thu,Winnipeg Central,GST + PST,,,No
1121,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,SC5-C,Quality Vending and Coffee Service warehouse,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,083074-29,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: ; 2: ; 3: ; 4: Thu,,Tax Exempt,,,No
1126,1-Service,1,9998-Sold/Destroyed,,COIN CHANGER,SC-5,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Non-Revenue Equipment,Unknown,Unknown,033010-9,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Vending,Net 30,,,GST + PST,,,No
1126,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,SC-5,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,033010-9,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Vending,Net 30,,,Tax Exempt,,,No
1130,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,RVRVV-500-64,Returned To Coke,Unknown,,,,,,,Vending Machine,Unknown,Unknown,201206PA00012,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,0,Vending,Net 30,,,Tax Exempt,,,No
1130,1-Service,1,9998-Sold/Destroyed,,,RVRVV-500-64,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Vending Machine,Unknown,Unknown,201206PA00012,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,0,Vending,Net 30,,,GST + PST,,,No
1132,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Unknown,Sold or Destroyed,Unknown,,,,,,,Vending Machine,Unknown,Unknown,1258-1151,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Thu,,Tax Exempt,,,No
1132,Federated Co-Operatives Ltd. - 70202,70202,Federated Co-Operatives Ltd Lunchroom - 50619,50619,CANS PRIVATE LABEL,Unknown,Route 05,Unknown,1615 King Edward St,,Winnipeg,MB,R3H 0R7,,Vending Machine,Unknown,Unknown,1258-1151,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Thu,Vending Priority 3,GST + PST,,,No
1133,1-Service,1,1-Service Prep,1,COIN CHANGER,SC5-C,Quality Vending and Coffee Service warehouse,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,024004-37,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,dave@qualityvending.ca,,,Vending,Net 30,1: ; 2: Thu,,GST + PST,,,No
1133,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,SC5-C,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,024004-37,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: ; 2: Thu,,Tax Exempt,,,No
1133,1-Service,1,9998-Sold/Destroyed,,,SC5-C,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Non-Revenue Equipment,Unknown,Unknown,024004-37,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: ; 2: Thu,,GST + PST,,,No
1134,Manitoba Blue Cross,50475,Manitoba Blue Cross,4307,,Snack 2,Route 05,,599 Empress Street,,Winnipeg,MB,R3G 3P3,(204) 772-1231,Market Section,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,3,Market,Net 30,,Micromarkets,GST + PST,,,No
114,Shaw Cablesystems GP,70277,Shaw Cable - Scurfield,50797,Upstairs Cafeteria,NAT 167D,Route 05,Snack,20 Scurfield Blvd,,Winnipeg,MB,R3Y 1S5,,Vending Machine,Crane,15x/16x,167-074277,Quality Vending and Coffee Service,12% of Sales,Jim Jackson,Maximum Sales: $150.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,Winnipeg South,GST + PST,C010416521405,Coinco,Yes
1140,1-Service,1,9999-Inventory,,SNACKS,NAT 462,Route 04,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,10292,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Vending,Net 30,,Winnipeg West,GST + PST,,,No
1140,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,NAT 462,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,10292,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Vending,Net 30,,,Tax Exempt,,,No
1140,1-Service,1,9998-Sold/Destroyed,,,NAT 462,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Non-Revenue Equipment,Unknown,Unknown,10292,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Vending,Net 30,,,GST + PST,,,No
1142,Emergent Biosolutions,50018,Emergent Biosolutions Micromarket,50018,,365 Paystation,Non-Scheduled Assets,Unknown,155 Innovation Dr,,Winnipeg,MB,R3T 5Y3,(204) 275-4200,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon,,GST + PST,,,Yes
1143,1-Service,1,1-Service Prep,1,COIN CHANGER,SC-5,Quality Vending and Coffee Service warehouse,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,024004-41,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,dave@qualityvending.ca,,,Vending,Net 30,1: Wed,,GST + PST,,,No
1143,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,SC-5,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,024004-41,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Wed,,Tax Exempt,,,No
1149,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,NAT 461 CH,Sold or Destroyed,Unknown,,,,,,,Vending Machine,Unknown,Unknown,461-010914,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,4,Vending,Net 30,,,Tax Exempt,,,No
1150,1-Service,1,9999-Inventory,,COIN CHANGER,sc5,Quality Vending and Coffee Service warehouse,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,024004-40,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Vending,Net 30,,,GST + PST,,,No
1150,1-Service,1,9998-Sold/Destroyed,,,sc5,Sold or Destroyed,Unknown,,,,MB,,,Non-Revenue Equipment,Unknown,Unknown,024004-40,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Vending,Net 30,,,GST + PST,,,No
1150,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,sc5,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,024004-40,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Vending,Net 30,,,Tax Exempt,,,No
1154,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,DN 5800-4,Quality Vending and Coffee Service warehouse,Bev,,,,,,,Vending Machine,DN,Unknown,96150039,Quality Vending and Coffee Service,10% of Sales,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 28,Dynamic,,,0,Vending,Net 30,,,Tax Exempt,,,No
1154,Robert Andrews School - 50516,50516,Robert Andrews School - 50516,50516,Generic Bottle,DN 5800-4,Route 13,Bev,3230 Manlius St,,Winnipeg,MB,R2E 0H7,,Vending Machine,DN,Unknown,96150039,Quality Vending and Coffee Service,10% of Sales,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 28,Dynamic,,,0,Vending,Net 30,,Winnipeg - Central,GST + PST,,,No
1156,LANDAU FORD - 52108,52108,LANDAU FORD,,Pepsi,Bev (Vendo),Quality Vending and Coffee Service warehouse,Bev,555 EMPRESS ST,,WINNIPEG,MB,,,Vending Machine,Vendo,720,977200,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $150.00; Depleted Products: 2; Days Without Visit: 28,Dynamic,,,0,Vending,Net 30,,,GST + PST,,,No
1156,HSC Shared Health - 70399,70399,HSC Lennox Bell - 51070,51070,4th Floor,Bev (Vendo),Route 07,Bev,60 Pearl Street,,Winnipeg,MB,,,Vending Machine,Vendo,720,977200,Quality Vending and Coffee Service,25% of Sales,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 21,Dynamic,,,0,Vending,Net 30,,HSC,GST + PST (No GST on Commissions),C013416520075,Coinco,Yes
1159,Parker Hannifin Canada,70179,Parker Hannifin Canada (101 Irene) - 50957,50957,COFFEE FB,NAT 627,Route 02 - Service,Unknown,101 Irene Street,,Winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,627-17394,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Thu,Servcie Fill,GST + PST,,,No
1159,1-Service,1,9998-Sold/Destroyed,,,NAT 627,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Non-Revenue Equipment,Unknown,Unknown,627-17394,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Thu,,GST + PST,,,No
1159,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,NAT 627,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,627-17394,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Thu,,Tax Exempt,,,No
