Branch,Route,Location,Place,Telemetry Device ID,Asset ID,Asset Type,Asset Class,Selection,Group,Item,Item Code,Current Level,Par,Depletion Limit,Capacity,Price,Desired Price,Has Price Mismatch,Avg Weekly Vends,Days Since Last Sale,Has Pending Planogram Change,Column Number,Quantity
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,D1,3,Dentyne Multipac 24 s,453012,0,0,,0,$2.00,$2.00,No,,"3,465.81",No,1,0
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,D2,,Fibre 1 Bar,573116,1,4,2,17,$1.75,$1.75,No,0.5068,9.53,No,2,0
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,D3,,Kind Bar Assorted 18 s,251016,2,4,2,17,$3.00,$3.00,No,0.2597,8.87,No,3,0
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,D4,,Chewy Yogurt Granola Bar Assorted,572008,3,4,2,20,$1.50,$1.50,No,0.2933,15.87,No,4,0
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,D5,,Nature Valley Sweet & Salty,572030,3,4,2,20,$1.75,$1.75,No,0.4487,31.49,No,5,0
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,D6,,Mars,254001,5,6,2,17,$2.25,$2.25,No,0.3668,13.53,No,6,0
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,D7,,Clif Bar Builder s Chocolate Peanut Butter,573146,0,4,2,17,$3.25,$3.25,No,0.6797,6.86,No,7,0
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,E0,,Innovation Bars,157004,2,4,2,17,$2.25,$2.25,No,0.5131,15.53,No,0,0
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,E1,,Aero,251001,5,6,2,17,$2.25,$2.25,No,0.3934,6.52,No,1,0
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,E2,,Kit Kat,251010,3,4,2,17,$2.25,$2.25,No,0.4767,7.86,No,2,0
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,E3,,Coffee Crisp,251004,3,8,2,17,$2.25,$2.25,No,0.7931,7.86,No,3,0
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,E4,,Twix,254008,2,4,2,20,$2.25,$2.25,No,0.3843,6.52,No,4,0
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,E5,,Kit Kat,251010,2,4,2,20,$2.25,$2.25,No,0.833,6.52,No,5,0
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,E6,,Snickers,254006,3,4,2,15,$2.25,$2.25,No,0.1197,6.52,No,6,0
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,E7,,OH Henry,252001,4,5,2,15,$2.25,$2.25,No,0.14,31.82,No,7,0
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,F0,,OD Big Bag Crunchy s Nacho Cheese,154009,4,4,2,9,$2.25,$2.25,No,,210.86,No,0,0
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,F2,,Big Daddy Chocolate Chunk Cookies,880326,0,4,2,11,$2.25,$2.25,No,0.6601,15.87,No,2,0
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,F4,,Huer Sour Neon Worms,507201,3,4,2,11,$2.75,$2.75,No,0.5264,15.53,No,4,0
Quality Vending and Coffee Service,Route 04,Wellington College - 50148,SNACKS,C011819050012,574,NAT 168 D,Snack,F6,,OD Hawkins Cheezies,156002,4,6,2,11,$2.00,$2.00,No,0.5068,6.52,No,6,0
Quality Vending and Coffee Service,Route 03,Carte Back Lunchroom,BACK CANS - COKE,176292,3225,V 576,Bev,1,,CC Coke Classic 355ml Can,101001,46,48,18,96,$1.50,$1.50,No,2.3065,5.68,No,1,0
Quality Vending and Coffee Service,Route 03,Carte Back Lunchroom,BACK CANS - COKE,176292,3225,V 576,Bev,2,,PC Pepsi Cola 355ml Can,102001,46,48,9,48,$1.50,$1.50,No,1.9138,0.13,No,2,1
Quality Vending and Coffee Service,Route 03,Carte Back Lunchroom,BACK CANS - COKE,176292,3225,V 576,Bev,3,,CC Nestea Cool Iced Tea 355ml Can,101021,9,18,9,48,$1.50,$1.50,No,0.553,9.43,No,3,0
Quality Vending and Coffee Service,Route 03,Carte Back Lunchroom,BACK CANS - COKE,176292,3225,V 576,Bev,4,,CC Sprite 355ml Can,101004,17,18,9,48,$1.50,$1.50,No,0.0931,30.5,No,4,0
Quality Vending and Coffee Service,Route 03,Carte Back Lunchroom,BACK CANS - COKE,176292,3225,V 576,Bev,5,,CC Canada Dry Ginger Ale 355ml Can,101012,18,18,9,48,$1.50,$1.50,No,,567.21,No,5,0
Quality Vending and Coffee Service,Route 03,Carte Back Lunchroom,BACK CANS - COKE,176292,3225,V 576,Bev,6,,CC Fresca 355ml Can,101032,12,12,9,48,$1.50,$1.50,No,0.8295,52.43,No,6,0
Quality Vending and Coffee Service,Route 03,Carte Back Lunchroom,BACK CANS - COKE,176292,3225,V 576,Bev,7,,CC C Plus Orange 355ml Can,101006,0,18,9,48,$1.50,$1.50,No,0.2135,70.86,No,7,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,A0,,FL Baked Ruffles Cheddar & Sour Cream Chips,206001,7,7,2,9,$1.75,$1.75,No,,392.65,No,0,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,A2,,CB Sea Salt and Vinegar,853036,2,7,2,9,$1.75,$1.75,No,0.2464,35.52,No,2,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,A4,,FL Baked Lays BBQ Chips,153018,6,7,2,9,$1.75,$1.75,No,,167.38,No,4,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,A6,,FL Baked Lays Original,880524,5,5,2,9,$1.75,$1.75,No,,232.85,No,6,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,B0,,OD Big Bag Salt & Vinegar Chips,154025,1,9,2,9,$2.25,$2.25,No,0.6867,1.41,No,0,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,B2,,OD Big Bag Sour Cream & Onion,154027,2,9,2,9,$2.25,$2.25,No,1.1865,2.51,No,2,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,B4,,FL Big Grab Sun Chips Harvest Cheddar,206022,7,9,2,9,$2.25,$2.25,No,0.4998,15.53,No,4,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,B6,,OD Popcorn Twists,153105,3,4,2,9,$1.75,$1.75,No,0.231,40.47,No,6,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,C0,,Huer Cola Bottles,880337,3,5,2,9,$2.50,$2.50,No,0.7644,16.63,No,0,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,C2,,Huer Gummy Sour Suckers,880336,6,9,2,9,$2.50,$2.50,No,0.4998,2.51,No,2,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,C4,,Nature Valley Sweet & Salty,572030,7,9,2,20,$1.75,$1.75,No,,244.03,No,4,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,C5,,Kind Bar Assorted 18 s,251016,6,8,2,20,$3.00,$3.00,No,,136.02,No,5,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,C6,,CLIF Bar Crunchy Peanut Butter,573141,13,14,2,15,$2.75,$2.75,No,,134.92,No,6,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,C7,,Fruit Source Assorted,573102,4,5,2,15,$2.00,$2.00,No,,268.61,No,7,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,D0,,Snickers,254006,12,15,2,17,$2.25,$2.25,No,0.2065,31.3,No,0,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,D1,,Caramilk,253002,13,15,2,17,$2.25,$2.25,No,0.4599,14.61,No,1,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,D2,,Smarties,251007,13,13,2,17,$2.25,$2.25,No,,142.99,No,2,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,D3,,Twix,254008,13,15,2,17,$2.25,$2.25,No,0.0602,68.35,No,3,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,D4,,OH Henry,252001,3,15,2,20,$2.25,$2.25,No,1.0269,8.93,No,4,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,D5,,Coffee Crisp,251004,13,15,2,20,$2.25,$2.25,No,0.3801,31.12,No,5,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,D6,,Excel Multipac 27 s,455001,4,5,2,40,$2.00,$2.00,No,,187.55,No,6,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,D7,,Halls Cherry,362002,8,9,2,38,$2.00,$2.00,No,,209.74,No,7,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,E0,,Famous Amos Cookies,556024,4,5,2,9,$2.00,$2.00,No,0.0868,35.52,No,0,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,E2,,Big Daddy Chocolate Chunk Cookies,880326,6,9,2,9,$2.25,$2.25,No,0.3717,41.62,No,2,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,E4,,Huer Sour Neon Worms,507201,8,9,2,9,$2.50,$2.50,No,0.0868,41.75,No,4,0
Quality Vending and Coffee Service,Route 07,Manitoba Housing Donald - 50719,3rd Floor,176401,3272,NAT 168MV,Snack,E6,,OD Hawkins Cheezies,156002,8,9,2,9,$2.00,$2.00,No,0.4998,28.73,No,6,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,A0,,FL Big Grab Ruffles All Dressed chips,206019,8,9,2,9,$2.25,$2.25,No,2.5403,4.53,No,0,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,A2,,FL Big Grab Doritos Nacho Cheese Tortilla Chips,206017,8,9,2,9,$2.25,$2.25,No,3.4664,0.86,No,2,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,A4,,FL Big Grab Doritos Sweet Chili Heat Tort Chips,206023,8,9,2,9,$2.25,$2.25,No,4.347,0.53,No,4,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,A6,,FL Big Grab Sun Chips Harvest Cheddar,206022,0,9,2,9,$2.25,$2.25,No,4.9735,2.53,No,6,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,B0,,OD Big Bag Jalapeno & Cheddar Chips,15410,8,9,2,9,$2.25,$2.25,No,3.0268,0.53,No,0,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,B2,,OD Big Bag BBQ Corn Chips,154008,8,9,2,9,$2.25,$2.25,No,1.0003,14.53,No,2,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,B4,,OD Big Ridgies Extra Ketchup Chips,880472,9,9,2,9,$2.25,$2.25,No,1.7136,16.86,No,4,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,B6,,OD Big Bag Arriba Nacho Tortilla Chips,154013,9,9,2,9,$2.25,$2.25,No,5.1065,1.53,No,6,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,C0,,FL Innovation Chips Regular,157003,6,9,2,9,$1.75,$1.75,No,1.3468,0.53,No,0,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,C2,,FL Sun Chips Garden salsa,211053,9,9,2,9,$1.75,$1.75,No,3.7135,5.87,No,2,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,C4,,CLIF Bar Chocolate Chip,573142,12,12,2,17,$2.75,$2.75,No,1.2068,1.53,No,4,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,C5,,CLIF Bar Crunchy Peanut Butter,573141,10,10,2,17,$2.75,$2.75,No,1.3069,3.53,No,5,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,C6,,Excel Multipac 27 s,455001,10,12,2,17,$2.00,$2.00,No,1.0864,5.52,No,6,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,C7,,Nature Valley Sweet & Salty,572030,16,17,2,17,$1.75,$1.75,No,4.5269,0.53,No,7,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,D0,,Innovation Bars,157004,8,8,2,17,$2.25,$2.25,No,0.6069,10.87,No,0,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,D1,,Caramilk,253002,8,8,2,17,$2.25,$2.25,No,2.9064,2.53,No,1,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,D2,,Snickers,254006,8,10,2,17,$2.25,$2.25,No,1.4798,1.86,No,2,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,D3,,OH Henry,252001,10,10,2,17,$2.25,$2.25,No,2.0664,5.52,No,3,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,D4,,Hershey Almond,252008,10,10,2,20,$2.25,$2.25,No,2.2799,3.53,No,4,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,D5,,Kit Kat,251010,10,10,2,20,$2.25,$2.25,No,5.327,6.53,No,5,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,D6,,Reese s Peanut Butter Cups,252007,12,15,2,15,$2.25,$2.25,No,2.0202,1.86,No,6,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,D7,,Twix,254008,10,12,2,15,$2.25,$2.25,No,4.5668,0.53,No,7,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,F0,,OD Hawkins Cheezies,156002,5,6,2,9,$2.00,$2.00,No,0.7532,0.53,No,0,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,F2,,Huer Gummy Sour Suckers,880336,7,9,2,9,$2.50,$2.50,No,0.5131,9.53,No,2,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,F4,,Huer Sour Neon Worms,507201,7,9,2,9,$2.50,$2.50,No,0.5397,4.53,No,4,0
Quality Vending and Coffee Service,Route 03,Canadian Tire St James - 50853,50853-CDN TIRE STAFF ST JAMES SNACKS,C010417520147,4124,NAT 168M,Snack,F6,,FL Big Grab Hickory Sticks,152039,8,9,2,9,$2.25,$2.25,No,1.2803,0.53,No,6,0
Quality Vending and Coffee Service,Route 03,MC College,BOTTLE PEPSI,C014217030181,1442,V 621,Bev,1,,PC Pepsi Cola 355ml Can,102001,44,48,18,96,$1.50,$1.50,No,15.8403,1.53,No,1,0
Quality Vending and Coffee Service,Route 03,MC College,BOTTLE PEPSI,C014217030181,1442,V 621,Bev,2,,PC Diet Pepsi 355ml Can,102002,24,24,12,48,$1.50,$1.50,No,3.2536,12.85,No,2,0
Quality Vending and Coffee Service,Route 03,MC College,BOTTLE PEPSI,C014217030181,1442,V 621,Bev,3,,PC Lipton Brisk 355ml Can,103001,34,48,12,48,$1.50,$1.50,No,16.6264,0.52,No,3,0
Quality Vending and Coffee Service,Route 03,MC College,BOTTLE PEPSI,C014217030181,1442,V 621,Bev,4,,PC RockStar Punched 473 ml Can,107173,30,30,4,30,$4.15,$4.25,Yes,3.8332,2.86,No,4,0
Quality Vending and Coffee Service,Route 03,MC College,BOTTLE PEPSI,C014217030181,1442,V 621,Bev,5,,PC Dr Pepper 355ml Can,102008,18,24,12,48,$1.50,$1.50,No,10.0002,1.53,No,5,0
Quality Vending and Coffee Service,Route 03,MC College,BOTTLE PEPSI,C014217030181,1442,V 621,Bev,6,,PC Aquafina 591ml Bottle,109104,20,24,12,48,$2.50,$2.50,No,3.92,0.86,No,6,0
Quality Vending and Coffee Service,Route 03,St John Ambulance,CANS - COKE,C011419050076,4181,V 576,Bev,1,,CC Coke Classic 355ml Can,101001,52,64,9,96,$1.50,$1.50,No,8.2803,0.86,No,1,0
Quality Vending and Coffee Service,Route 03,St John Ambulance,CANS - COKE,C011419050076,4181,V 576,Bev,2,,CC Coke Zero 355ml Can,101022,35,48,6,48,$1.50,$1.50,No,5.6798,0.53,No,2,0
Quality Vending and Coffee Service,Route 03,St John Ambulance,CANS - COKE,C011419050076,4181,V 576,Bev,3,,PC Pepsi Cola 355ml Can,102001,33,48,6,48,$1.50,$1.50,No,8.2131,0.86,No,3,0
Quality Vending and Coffee Service,Route 03,St John Ambulance,CANS - COKE,C011419050076,4181,V 576,Bev,4,,CC Nestea Cool Iced Tea 355ml Can,101021,8,36,6,48,$1.50,$1.50,No,4.0684,0.86,No,4,0
Quality Vending and Coffee Service,Route 03,St John Ambulance,CANS - COKE,C011419050076,4181,V 576,Bev,5,,PC Dole Orange Juice 340ml Can,105103,19,24,6,48,$1.75,$1.75,No,3.4398,3.85,No,5,0
Quality Vending and Coffee Service,Route 03,St John Ambulance,CANS - COKE,C011419050076,4181,V 576,Bev,6,A,CC Dasani 591ml Bottle,109105,34,48,6,48,$2.25,$2.25,No,4.2133,1.86,No,6,0
Quality Vending and Coffee Service,Route 03,St John Ambulance,CANS - COKE,C011419050076,4181,V 576,Bev,7,A,CC Dasani 591ml Bottle,109105,0,0,,0,$2.25,$2.25,No,,"3,465.73",No,7,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,A0,,OD Sour Cream+Onion Chips,152005,7,8,2,9,$1.75,$1.75,No,4.067,0.86,No,0,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,A4,,OD Big Bag Crunchy s Nacho Cheese,154009,7,9,2,9,$2.25,$2.25,No,2.0531,2.87,No,4,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,A6,,OD Salt+Vinegar Chips,152004,5,6,2,9,$1.75,$1.75,No,0.6069,2.53,No,6,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,A8,,OD Original Chips,152001,6,9,2,9,$1.75,$1.75,No,1.3468,8.87,No,8,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,B0,,OD Big Bag Jalapeno & Cheddar Chips,15410,5,8,4,18,$2.25,$2.25,No,3.087,1.53,No,0,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,B2,,FL Big Grab Sun Chips Harvest Cheddar,206022,2,9,2,9,$2.25,$2.25,No,3.9998,5.86,No,2,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,B4,,OD Big Bag Arriba Zesty Tortilla Chips,154014,6,9,2,9,$2.25,$2.25,No,5.4264,1.53,No,4,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,B6,,OD Big Bag Sea Salt & Malt Vinegar,880092,2,9,2,9,$2.25,$2.25,No,1.5603,2.87,No,6,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,B8,,OD Big Bag Arriba Nacho Tortilla Chips,154013,2,9,2,9,$2.25,$2.25,No,4.1069,1.87,No,8,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,C0,,FL Baked Lays Original,880524,3,4,2,11,$1.75,$1.75,No,0.0665,56.81,No,0,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,C2,,FL Baked Ruffles Cheddar & Sour Cream Chips,206001,7,9,2,9,$1.75,$1.75,No,1.5603,13.87,No,2,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,C4,,OD Big Bag Crunchy s Nacho Cheese,154009,9,9,2,9,$2.25,$2.25,No,1.8802,2.87,No,4,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,C6,,FL Innovation Chips Regular,157003,8,11,2,11,$1.75,$1.75,No,2.38,0.86,No,6,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,C8,,OD Big Bag BBQ Corn Chips,154008,8,9,2,9,$2.25,$2.25,No,2.3331,8.87,No,8,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,D0,,FL Big Grab Hickory Sticks,152039,8,9,4,18,$2.25,$2.25,No,2.2603,3.2,No,0,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,D2,,FL Rold Gold Pretzels,211070,3,8,2,9,$1.75,$1.75,No,2.2001,8.19,No,2,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,D4,,Excel Multipac 27 s,455001,4,8,2,20,$2.00,$2.00,No,0.9464,1.19,No,4,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,D5,,CLIF Bar White Chocolate Macadamia,573149,4,5,2,15,$2.75,$2.75,No,0.6867,16.2,No,5,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,D6,,Clif Bar Builder s Chocolate Peanut Butter,573146,3,4,2,15,$3.25,$3.25,No,1.0003,0.53,No,6,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,D7,,Skittles - Original (Red),354012,3,4,2,15,$2.50,$2.50,No,1.2397,2.53,No,7,0
Quality Vending and Coffee Service,Route 03,Carte Lunchroom - 50262,Lunchroom,C010417520269,3463,NAT 167M,Snack,D8,,Hershey Milk Chocolate,251104,5,5,2,15,$2.25,$2.25,No,0.2268,29.16,No,8,0
